Date,Close,High,Low,Open,Volume,RSI,Stoch,EMA_20,MACD,BB_upper,BB_lower,ATR,OBV,Volume_SMA_20,Log_Returns,Target
2015-03-04,37.0958,37.2251,36.9408,37.0528,25748700,63.9146,40.6806,37.4965,-0.0829,38.6399,35.7431,0.467,-243122700,32174805.0,-0.0051,0
2015-03-05,37.1389,37.2509,36.8891,37.1045,23193500,55.664,19.5948,37.4625,-0.1051,38.5496,35.9682,0.4495,-219929200,31253740.0,0.0012,0
2015-03-06,36.4928,37.1389,36.3119,37.0441,36248800,28.874,9.7674,37.3701,-0.1729,38.533,36.0029,0.4609,-256178000,31238770.0,-0.0176,0
2015-03-09,36.9149,37.1561,36.3463,36.3463,32108000,38.973,32.5581,37.3268,-0.1903,38.4897,36.1099,0.4689,-224070000,31113340.0,0.0115,0
2015-03-10,36.2085,36.7943,36.2085,36.4842,39159700,31.618,0.0,37.2203,-0.2581,38.4934,36.1036,0.5003,-263229700,31502270.0,-0.0193,0
2015-03-11,36.1654,36.5014,36.0448,36.4497,32215300,31.4638,5.6911,37.1198,-0.3117,38.5266,36.0429,0.5034,-295445000,31629500.0,-0.0012,0
2015-03-12,35.3384,35.8811,35.2006,35.6055,59992500,19.7876,4.6512,36.9501,-0.4162,38.6904,35.7877,0.536,-355437500,32716000.0,-0.0231,1
2015-03-13,35.6485,35.7261,34.9852,35.0627,58007700,20.9648,20.8672,36.8262,-0.4685,38.7889,35.5682,0.5557,-297429800,33952945.0,0.0087,1
2015-03-16,35.8036,35.8725,35.5624,35.7261,35273500,24.1313,26.2431,36.7288,-0.4919,38.8054,35.3794,0.5544,-262156300,33703375.0,0.0043,1
2015-03-17,35.9242,36.0362,35.4504,35.6399,31673400,26.7749,30.11,36.6522,-0.4949,38.7866,35.2362,0.5784,-230482900,33602260.0,0.0034,1
