Date,Close,High,Low,Open,Volume,RSI,Stoch,EMA_20,MACD,BB_upper,BB_lower,ATR,OBV,Volume_SMA_20,Log_Returns,Target
2017-01-13,56.6057,56.7592,56.2898,56.5335,19422300,39.9051,35.3778,56.4475,0.3394,57.6143,55.9096,0.6958,-368854200,21606490.0,0.0014,0
2017-01-17,56.4523,56.6057,56.0009,56.5877,20664000,41.2777,27.3586,56.448,0.3022,57.6152,55.9041,0.6906,-389518200,21256195.0,-0.0027,0
2017-01-18,56.4252,56.6057,56.0821,56.5787,19670100,40.3942,37.9311,56.4458,0.2674,57.6049,55.9325,0.6726,-409188300,20117045.0,-0.0005,0
2017-01-19,56.2446,56.8585,56.1543,56.1904,18451700,41.3097,24.1376,56.4266,0.2226,57.5143,55.9039,0.6861,-427640000,19322720.0,-0.0032,1
2017-01-20,56.6419,56.7141,56.3078,56.5787,30213500,48.1481,54.4835,56.4471,0.2168,57.417,55.929,0.6894,-397426500,19531975.0,0.007,1
2017-01-23,56.8405,56.9849,56.4884,56.6057,23097600,60.8462,69.6558,56.4846,0.2255,57.3221,55.9716,0.6629,-374328900,19832040.0,0.0035,1
2017-01-24,57.346,57.5447,56.8224,57.0571,24672900,62.0509,87.7095,56.5666,0.2701,57.3146,55.9763,0.6687,-349656000,19956855.0,0.0089,1
2017-01-25,57.4905,57.8697,57.2829,57.7343,23672700,68.2539,80.4653,56.6546,0.3135,57.4098,55.9208,0.67,-325983300,20520300.0,0.0025,1
2017-01-26,58.0231,58.2669,57.3731,57.8877,43554600,72.5398,89.5752,56.785,0.3865,57.6527,55.7673,0.6932,-282428700,22109870.0,0.0092,0
2017-01-27,59.3864,59.5037,58.5829,59.0343,44818000,77.5278,96.7171,57.0327,0.548,58.3606,55.3113,0.7274,-237610700,23618105.0,0.0232,0
2017-01-30,58.7996,59.3954,58.5016,59.3051,31651400,71.5023,80.303,57.201,0.6214,58.6954,55.1779,0.7564,-269262100,24688145.0,-0.0099,0
2017-01-31,58.3662,58.8176,58.0141,58.5558,25270500,66.2401,68.1821,57.312,0.6373,58.8726,55.2273,0.7629,-294532600,24672675.0,-0.0074,0
2017-02-01,57.4002,58.3391,57.3009,58.1044,39671500,52.889,41.1618,57.3204,0.5655,58.9048,55.2853,0.7874,-334204100,25621545.0,-0.0167,0
2017-02-02,57.0301,57.2467,56.6509,57.1023,45827000,54.2554,29.3815,57.2927,0.4732,58.8999,55.3688,0.7474,-380031100,26845895.0,-0.0065,0
2017-02-03,57.4905,57.5086,56.9398,57.328,30301800,57.0,42.5261,57.3116,0.4322,58.9174,55.4759,0.7545,-349729300,27117185.0,0.008,0
2017-02-06,57.4544,57.4634,57.003,57.328,19796400,58.0787,40.1057,57.3252,0.3923,58.9427,55.5228,0.7461,-369525700,27110860.0,-0.0006,0
2017-02-07,57.2648,57.5808,57.0842,57.5447,20277200,56.5957,33.1539,57.3194,0.3415,58.948,55.5888,0.7442,-389802900,27105585.0,-0.0033,0
2017-02-08,57.1835,57.6079,57.0752,57.3912,18096400,57.4929,27.4011,57.3065,0.2913,58.9455,55.6564,0.7319,-407899300,27080755.0,-0.0014,1
2017-02-09,57.8335,58.1766,57.1655,57.346,22644400,59.1412,44.6106,57.3567,0.3004,58.9968,55.6836,0.7706,-385254900,27137110.0,0.0113,1
2017-02-10,57.7794,58.0502,57.7613,58.0051,18170700,57.3654,39.5569,57.3969,0.2999,59.0241,55.7817,0.7558,-403425600,26997235.0,-0.0009,1
2017-02-13,58.4294,58.5558,57.8967,57.9961,22920100,58.3102,62.3416,57.4953,0.3479,59.1316,55.8566,0.7596,-380505500,27172125.0,0.0112,0
2017-02-14,58.6474,58.7836,58.1478,58.5021,23108400,58.7753,69.9829,57.605,0.399,59.2416,55.9661,0.7631,-357397100,27294345.0,0.0037,0
2017-02-15,58.6111,58.6474,58.275,58.5838,17005200,54.8226,68.7093,57.7008,0.4315,59.3109,56.1154,0.7259,-374402300,27161100.0,-0.0006,0
2017-02-16,58.602,59.2559,58.5293,58.8018,20546300,41.7281,71.0906,57.7866,0.4514,59.3165,56.3455,0.672,-394948600,27265830.0,-0.0002,0
2017-02-17,58.6928,58.7564,58.4022,58.5566,21248800,48.7428,78.3831,57.8729,0.469,59.3552,56.5119,0.6335,-373699800,26817595.0,0.0015,0
2017-02-21,58.5747,58.9925,58.5384,58.6837,20655900,52.6528,73.8503,57.9398,0.4681,59.371,56.6696,0.6086,-394355700,26695510.0,-0.002,0
2017-02-22,58.4567,58.4839,58.1751,58.4294,19292700,67.1383,69.3181,57.989,0.4526,59.4009,56.7507,0.561,-413648400,26426500.0,-0.002,0
2017-02-23,58.6928,58.7927,58.3023,58.5112,20273100,78.2001,75.6868,58.056,0.4542,59.4583,56.8136,0.5425,-393375300,26256520.0,0.004,0
2017-02-24,58.6928,58.8563,58.2568,58.6111,21796800,74.1652,75.0048,58.1167,0.4502,59.5135,56.8254,0.5447,-393375300,25168630.0,0.0,0
2017-02-27,58.3386,58.6201,58.1751,58.6201,15871500,65.7565,57.9333,58.1378,0.4137,59.3373,56.8967,0.5469,-409246800,23721305.0,-0.0061,0
2017-02-28,58.1115,58.3113,57.9117,58.2023,23239800,64.89,47.5212,58.1353,0.3623,59.26,56.9053,0.5419,-432486600,23300725.0,-0.0039,0
2017-03-01,58.9835,59.0289,58.1478,58.2478,26937500,74.7653,86.9656,58.2161,0.3874,59.3528,56.8741,0.5694,-405549100,23384075.0,0.0149,0
2017-03-02,58.1388,58.8109,58.0207,58.7564,24539600,53.9859,25.253,58.2087,0.3353,59.3434,56.9574,0.5659,-430088700,22627480.0,-0.0144,0
2017-03-03,58.3567,58.384,57.7845,58.1206,18135900,57.2305,38.8887,58.2228,0.3081,59.2889,57.1446,0.5881,-411952800,21242925.0,0.0037,1
2017-03-06,58.3749,58.6383,57.9571,58.1024,18750300,49.1891,40.1227,58.2373,0.2847,59.2786,57.2434,0.5813,-393202500,20665350.0,0.0003,0
2017-03-07,58.493,58.8381,58.3023,58.3023,18521000,47.6324,48.1487,58.2616,0.2725,59.2608,57.365,0.5742,-374681500,20601580.0,0.002,0
2017-03-08,59.0289,59.1106,58.3567,58.3658,21510900,55.5555,84.5675,58.3347,0.3026,59.2627,57.5395,0.6014,-353170600,20663265.0,0.0091,0
2017-03-09,58.7927,59.2196,58.5657,59.2105,19846800,52.3918,70.2537,58.3783,0.3039,59.1414,57.8217,0.5962,-373017400,20750785.0,-0.004,0
2017-03-10,58.9744,59.2741,58.8109,59.1379,19538200,53.4521,79.8781,58.4351,0.316,59.1586,57.9186,0.6053,-353479200,20595475.0,0.0031,0
2017-03-13,58.7745,59.2105,58.6474,59.047,20100000,52.4017,66.4627,58.4674,0.3059,59.1025,58.0742,0.6131,-373579200,20691940.0,-0.0034,0
2017-03-14,58.5021,58.6292,58.2659,58.6111,14280200,50.5263,48.1711,58.4707,0.2727,59.1024,58.0816,0.6209,-387859400,20259945.0,-0.0046,0
2017-03-15,58.8109,58.9653,58.3567,58.6292,24833800,51.3457,68.9022,58.5031,0.2683,59.1195,58.0809,0.6293,-363025600,20346215.0,0.0053,0
2017-03-16,58.711,58.82,58.4022,58.8109,20674300,50.2023,62.1949,58.5229,0.2538,59.1268,58.0835,0.6163,-383699900,20529670.0,-0.0017,0
2017-03-17,58.9199,59.2559,58.7473,58.9562,49219700,56.6946,76.2195,58.5607,0.2562,59.1613,58.0808,0.6183,-334480200,21963340.0,0.0036,0
2017-03-20,58.9744,59.2014,58.7836,58.9562,14598100,60.3486,79.8781,58.6001,0.2595,59.1975,58.0727,0.6176,-319882100,21630805.0,0.0009,0
2017-03-21,58.3204,59.4921,58.2478,59.2105,26640500,41.6091,31.3835,58.5735,0.207,59.2018,58.043,0.641,-346522600,21930035.0,-0.0112,1
2017-03-22,59.0652,59.1651,58.2387,58.2387,20680000,62.0283,74.9996,58.6203,0.2229,59.2589,58.0468,0.6384,-325842600,21999400.0,0.0127,0
2017-03-23,58.9199,59.2559,58.829,58.9835,19269200,57.4521,62.7218,58.6488,0.2212,59.2818,58.0466,0.6261,-345111800,21949205.0,-0.0025,0
2017-03-24,59.0198,59.4467,58.82,59.3649,22617100,58.3532,62.3185,58.6842,0.2254,59.3183,58.0428,0.6222,-322494700,21990220.0,0.0017,0
2017-03-27,59.1288,59.2378,58.4476,58.7019,18614700,58.2547,71.0139,58.7265,0.2347,59.3665,58.0737,0.6403,-303880000,22127380.0,0.0018,0
2017-03-28,59.3014,59.4648,58.7201,59.0016,20080400,53.9064,84.7823,58.7813,0.2532,59.4089,58.1502,0.6397,-283799600,21969410.0,0.0029,0
2017-03-29,59.4649,59.4921,58.9925,59.147,13618400,59.8406,97.8262,58.8464,0.2777,59.4992,58.1081,0.6287,-270181200,21303455.0,0.0028,0
2017-03-30,59.6828,59.9281,59.3649,59.4194,15122800,60.2632,85.4837,58.926,0.3112,59.6077,58.1539,0.6345,-255058400,20832615.0,0.0037,0
2017-03-31,59.8191,60.1188,59.4467,59.6283,21040300,65.4159,84.0579,59.0111,0.3448,59.7498,58.1581,0.6423,-234018100,20977835.0,0.0023,0
2017-04-03,59.5375,59.8917,59.2105,59.7736,20400900,65.2406,69.0818,59.0612,0.3447,59.7996,58.2245,0.6546,-254419000,21060365.0,-0.0047,0
2017-04-04,59.701,59.7737,59.2923,59.3922,12997400,63.6874,77.7785,59.1221,0.3538,59.8775,58.2674,0.6455,-241421600,20784185.0,0.0027,0
2017-04-05,59.5466,60.2641,59.4376,60.2187,21448600,62.6371,64.5737,59.1626,0.3445,59.9303,58.2664,0.6747,-262870200,20781070.0,-0.0026,0
2017-04-06,59.701,60.0007,59.4739,59.5829,18103500,62.0112,72.1984,59.2138,0.3456,60.0042,58.2834,0.6734,-244766700,20693905.0,0.0026,0
2017-04-07,59.6556,59.9099,59.4376,59.81,14108500,60.504,69.9557,59.2559,0.3389,60.0636,58.2921,0.6773,-258875200,20422420.0,-0.0008,0
2017-04-10,59.5193,59.7827,59.3649,59.592,17952700,71.9992,63.229,59.281,0.319,60.092,58.3381,0.6183,-276827900,20315055.0,-0.0023,0
2017-04-11,59.4739,59.592,58.9017,59.5829,18791500,60.0894,56.5006,59.2994,0.2961,60.0798,58.4475,0.6014,-295619400,20540620.0,-0.0008,0
2017-04-12,59.2469,59.5012,59.1379,59.4194,17108500,57.7582,44.0002,59.2944,0.2567,60.0735,58.4974,0.5969,-312727900,20154355.0,-0.0038,0
2017-04-13,58.9925,59.8191,58.9925,59.3014,17896500,49.3975,30.0001,59.2656,0.2026,60.0537,58.5454,0.6111,-330624400,20015465.0,-0.0043,0
2017-04-17,59.4739,59.483,59.047,59.0743,16689300,56.5516,48.824,59.2855,0.1963,60.0632,58.5913,0.5897,-313935100,18388945.0,0.0081,0
2017-04-18,59.3922,59.6828,59.1833,59.3377,15155600,51.7855,36.0,59.2956,0.1826,60.0654,58.6309,0.5722,-329090700,18416820.0,-0.0014,1
2017-04-19,59.0743,59.7192,58.938,59.6283,26992800,42.7609,12.667,59.2745,0.1444,59.9353,58.8364,0.5923,-356083500,18434435.0,-0.0054,1
2017-04-20,59.4921,59.7192,59.1651,59.4558,22299500,46.7087,43.3343,59.2953,0.1462,59.937,58.8773,0.5982,-333784000,18515410.0,0.007,1
2017-04-21,60.3095,60.582,59.4467,59.6465,32522600,56.8527,83.7841,59.3919,0.2111,60.0946,58.8587,0.6313,-301261400,19178080.0,0.0136,1
2017-04-24,61.3359,61.454,60.9454,61.2905,29770000,70.798,95.3735,59.577,0.3415,60.597,58.5879,0.6643,-271491400,19535725.0,0.0169,1
2017-04-25,61.6901,61.7991,61.3995,61.672,30242700,72.0316,96.2382,59.7783,0.468,61.07,58.371,0.663,-241248700,20117125.0,0.0058,0
2017-04-26,61.6084,62.0443,61.4176,61.8354,26190800,73.2107,86.1273,59.9526,0.5552,61.4102,58.2616,0.6488,-267439500,20422645.0,-0.0013,1
2017-04-27,62.008,62.1079,61.3813,61.899,34971000,74.6122,96.8838,60.1483,0.6491,61.8001,58.126,0.663,-232468500,21490275.0,0.0065,1
2017-04-28,62.1806,62.7982,61.4812,62.5893,39548800,76.2265,84.1492,60.3419,0.7291,62.1683,58.0076,0.7234,-192919700,22711575.0,0.0028,0
2017-05-01,63.0434,63.1706,62.2169,62.3804,31954400,81.8034,97.0213,60.5992,0.8522,62.7072,57.7911,0.7642,-160965300,23257280.0,0.0138,0
2017-05-02,62.9435,63.3159,62.7891,63.3159,23906100,81.0065,91.4939,60.8224,0.931,63.129,57.7099,0.7526,-184871400,23432540.0,-0.0016,0
2017-05-03,62.7437,63.0162,62.4076,63.0162,28928000,81.4028,86.9292,61.0054,0.9662,63.4479,57.6953,0.7701,-213799400,24229070.0,-0.0032,0
2017-05-04,62.4985,62.7437,62.3441,62.6983,21749400,81.536,81.3277,61.1476,0.9632,63.6758,57.7625,0.7396,-235548800,24244110.0,-0.0039,0
2017-05-05,62.6711,62.6983,62.2078,62.5802,19128800,80.4499,85.2698,61.2927,0.9637,63.9062,57.8291,0.7396,-216420000,24295375.0,0.0028,0
2017-05-08,62.6166,62.7165,62.1443,62.6438,18566100,80.8697,84.0249,61.4188,0.9487,64.0939,57.9376,0.7448,-234986100,24518255.0,-0.0009,0
2017-05-09,62.7074,62.9254,62.3804,62.5439,22858400,86.3637,85.3391,61.5415,0.9334,64.2572,58.0931,0.7279,-212127700,24763540.0,0.0014,0
2017-05-10,62.9526,63.1797,62.5984,62.662,17977800,85.8758,90.6109,61.6759,0.9303,64.4195,58.2786,0.7234,-194149900,24722855.0,0.0039,0
2017-05-11,62.1806,62.4258,61.8718,62.0898,28789400,69.5818,52.1076,61.724,0.8557,64.4202,58.5713,0.7195,-222939300,25306900.0,-0.0123,1
2017-05-12,62.1079,62.3168,61.7991,62.3168,18714100,60.0946,37.5587,61.7605,0.7817,64.3366,58.9664,0.6747,-241653400,25347780.0,-0.0012,0
2017-05-15,62.1534,62.1988,61.3722,61.8899,31530300,56.5893,40.1873,61.7979,0.7185,64.2732,59.2977,0.7007,-210123100,26089830.0,0.0007,0
2017-05-16,63.4048,63.4322,62.2629,62.3269,34956000,69.1729,98.6697,61.951,0.7606,64.3025,59.6697,0.7473,-175167100,27079850.0,0.0199,0
2017-05-17,61.6418,63.1216,61.5961,62.9298,30548800,46.9727,13.0865,61.9215,0.6442,63.995,60.234,0.8245,-205715900,27257650.0,-0.0282,1
2017-05-18,61.8519,62.2356,61.3312,61.5687,25201300,47.2993,24.7828,61.9149,0.5625,63.6623,60.8027,0.7951,-180514600,27402740.0,0.0034,1
2017-05-19,61.8336,62.2082,61.5961,61.6601,26961100,38.4583,23.9136,61.9072,0.4906,63.4378,61.1796,0.7681,-207475700,27124665.0,-0.0003,1
2017-05-22,62.5279,62.5735,61.6601,62.0163,16237600,46.4383,56.9563,61.9663,0.4841,63.4031,61.3335,0.7957,-191238100,26448045.0,0.0112,1
2017-05-23,62.738,62.8019,62.4639,62.7745,15425800,49.9509,66.9566,62.0398,0.4902,63.4162,61.4251,0.7764,-175812300,25707200.0,0.0034,1
2017-05-24,62.8202,62.9207,62.5279,62.9115,14593900,52.8306,70.8698,62.1141,0.496,63.4142,61.5483,0.7759,-161218400,25127355.0,0.0013,1
2017-05-25,63.5967,63.8342,62.9481,63.0029,21854100,57.3619,90.5112,62.2553,0.5568,63.5896,61.5318,0.8133,-139364300,24471510.0,0.0123,0
2017-05-26,63.9072,64.1447,63.5053,63.7611,19827900,59.8635,91.5583,62.4126,0.6228,63.8211,61.4729,0.8181,-119536400,23485465.0,0.0049,0
2017-05-30,64.3183,64.3183,63.7337,63.7519,17072800,61.7364,100.0,62.5941,0.7003,64.0951,61.3265,0.8209,-102463600,22741385.0,0.0064,1
2017-05-31,63.7976,64.6197,63.7702,64.4279,30436400,55.9185,74.9999,62.7087,0.7115,64.2184,61.2886,0.8401,-132900000,23067900.0,-0.0081,1
2017-06-01,64.0351,64.501,63.4414,64.163,21603600,64.0414,82.2229,62.8351,0.7311,64.391,61.2451,0.8385,-111296400,22701680.0,0.0037,1
2017-06-02,65.5515,65.6429,64.163,64.3457,34770300,71.3955,97.8814,63.0938,0.859,64.9525,60.9889,0.9164,-76526100,23352725.0,0.0234,0
2017-06-05,66.0265,66.5837,65.5972,65.7433,33316800,72.845,89.3913,63.3731,0.9874,65.5376,60.7393,0.9311,-43209300,24062125.0,0.0072,0
2017-06-06,66.2457,66.3371,66.0174,66.0448,31511100,69.08,93.565,63.6467,1.0942,66.0754,60.5645,0.8626,-11698200,24709375.0,0.0033,0
2017-06-07,66.127,66.4741,65.7251,66.3554,22301800,88.6619,91.3047,63.8829,1.156,66.4991,60.4827,0.7869,-34000000,24681545.0,-0.0018,0
2017-06-08,65.7251,66.2457,65.314,66.2366,24588300,82.3171,82.7836,64.0583,1.1591,66.7852,60.4738,0.7889,-58588300,25012070.0,-0.0061,0
2017-06-09,64.2361,65.8438,62.6558,65.8073,49187400,66.0955,52.3192,64.0753,1.0296,66.8225,60.6421,0.9729,-107775700,26031970.0,-0.0229,0
2017-06-12,63.7428,63.889,62.2355,63.2586,47761700,58.3648,34.6638,64.0436,0.877,66.8083,60.8198,1.0505,-155537400,27484350.0,-0.0077,0
2017-06-13,64.5375,64.6928,63.9072,63.962,25258600,61.4668,52.9412,64.0906,0.8109,66.8377,61.0289,1.0942,-130278800,27170765.0,0.0124,0
2017-06-14,64.1904,64.9486,63.4231,64.7751,25510700,58.4461,44.9585,64.1001,0.7221,66.8681,61.077,1.1751,-155789500,26698500.0,-0.0054,0
2017-06-15,63.8524,64.1356,62.8476,63.2769,26068700,51.6665,37.185,64.0765,0.6174,66.7649,61.4013,1.1986,-181858200,26474495.0,-0.0053,0
2017-06-16,63.9438,63.9712,63.2313,63.6971,48345100,50.2453,39.286,64.0639,0.5356,66.6579,61.7174,1.2058,-133513100,27631685.0,0.0014,0
2017-06-19,64.7385,64.8024,64.2635,64.4005,23798300,52.6807,57.5632,64.1282,0.5288,66.5489,62.117,1.2254,-109714800,27473545.0,0.0124,0
2017-06-20,63.8616,64.7385,63.825,64.6928,21512200,50.3903,37.3952,64.1028,0.4475,66.4618,62.3374,1.2299,-131227000,27737275.0,-0.0136,1
