Date,Model_Strategy,Buy_Hold,Signal
2015-08-17,12839.393140100017,10126.9504,0
2015-08-18,12839.393140100017,10069.9264,0
2015-08-19,12839.393140100017,9941.2096,0
2015-08-20,12839.393140100017,9737.344000000001,0
2015-08-21,12826.568174100019,9142.1056,1
2015-08-24,12506.402174100018,8914.0096,1
2015-08-25,12581.592674100018,8967.5776,1
2015-08-26,13303.098074100018,9481.6,1
2015-08-27,13681.096186900018,9760.652800000002,0
2015-08-28,13681.096186900018,9792.64,0
2015-08-31,13681.096186900018,9746.828800000001,0
2015-09-01,13681.096186900018,9311.4112,0
2015-09-02,13681.096186900018,9710.5408,0
2015-09-03,13681.096186900018,9540.352,0
2015-09-04,13681.096186900018,9445.312,1
2015-09-08,13681.096186900018,9707.968,1
2015-09-09,13681.096186900018,9521.344000000001,1
2015-09-10,13681.096186900018,9730.432,1
2015-09-11,13681.096186900018,9872.089600000001,1
2015-09-14,13681.096186900018,9967.1296,0
2015-09-15,13681.096186900018,10050.9184,0
2015-09-16,13681.096186900018,10062.169600000001,0
2015-09-17,13681.096186900018,9847.0528,0
2015-09-18,13681.096186900018,9806.4256,0
2015-09-21,13681.096186900018,9958.4896,0
2015-09-22,13681.096186900018,9802.1248,1
2015-09-23,13681.096186900018,9881.6128,0
2015-09-24,13681.096186900018,9940.364800000001,0
2015-09-25,13681.096186900018,9915.2896,0
2015-09-28,13681.096186900018,9719.1808,0
2015-09-29,13667.42941210002,9427.1872,1
2015-09-30,13809.010234300018,9534.3232,0
2015-10-01,13809.010234300018,9472.1152,0
2015-10-02,13809.010234300018,9541.235200000001,0
2015-10-05,13809.010234300018,9575.7952,0
2015-10-06,13809.010234300018,9621.568000000001,0
2015-10-07,13809.010234300018,9575.7952,0
2015-10-08,13809.010234300018,9465.2032,0
2015-10-09,13809.010234300018,9691.532799999999,0
2015-10-12,13809.010234300018,9646.604800000001,0
2015-10-13,13809.010234300018,9663.04,0
2015-10-14,13795.224158700019,9526.528,1
2015-10-15,13987.618895900017,9669.0688,0
2015-10-16,13973.654069700018,9598.220800000001,1
2015-10-19,14060.466769700019,9657.856,1
2015-10-20,14316.99186970002,9834.0736,1
2015-10-21,14301.45513550002,9833.2288,0
2015-10-22,14301.45513550002,9983.5648,0
2015-10-23,14301.45513550002,10292.8384,0
2015-10-26,14301.45513550002,9964.5568,1
2015-10-27,14287.177724500021,9901.4656,1
2015-10-28,14875.470324500022,10309.235200000001,1
2015-10-29,15017.506561900022,10418.0992,0
2015-10-30,15002.504620300024,10329.126400000001,1
2015-11-02,15198.215754700024,10474.278400000001,0
2015-11-03,15198.215754700024,10594.3552,0
2015-11-04,15198.215754700024,10545.088000000002,0
2015-11-05,15198.215754700024,10496.512,0
2015-11-06,15198.215754700024,10508.6464,0
2015-11-09,15198.215754700024,10466.1376,0
2015-11-10,15198.215754700024,10136.435200000002,0
2015-11-11,15198.215754700024,10079.1808,0
2015-11-12,15198.215754700024,10045.350400000001,0
2015-11-13,15198.215754700024,9752.089600000001,0
2015-11-16,15198.215754700024,9911.7184,0
2015-11-17,15198.215754700024,9869.2096,0
2015-11-18,15198.215754700024,10181.5552,0
2015-11-19,15198.215754700024,10310.848,0
2015-11-20,15198.215754700024,10355.968,0
2015-11-23,15198.215754700024,10221.4912,0
2015-11-24,15198.215754700024,10319.5264,0
2015-11-25,15198.215754700024,10245.76,0
2015-11-27,15198.215754700024,10226.6752,0
2015-11-30,15198.215754700024,10269.184,0
2015-12-01,15198.215754700024,10185.8944,0
2015-12-02,15198.215754700024,10093.9264,0
2015-12-03,15183.041022600026,10000.2304,1
2015-12-04,15671.889962300027,10332.544,0
2015-12-07,15671.889962300027,10267.456,0
2015-12-08,15671.889962300027,10263.1168,0
2015-12-09,15671.889962300027,10036.672,0
2015-12-10,15671.889962300027,10084.4032,0
2015-12-11,15671.889962300027,9824.9728,0
2015-12-14,15671.889962300027,9764.224,0
2015-12-15,15671.889962300027,9591.5776,0
2015-12-16,15671.889962300027,9665.344000000001,0
2015-12-17,15671.889962300027,9460.5568,0
2015-12-18,15671.889962300027,9204.6208,1
2015-12-21,15671.889962300027,9317.4016,0
2015-12-22,15671.889962300027,9308.7232,0
2015-12-23,15671.889962300027,9428.4544,0
2015-12-24,15671.889962300027,9378.1504,0
2015-12-28,15671.889962300027,9273.1648,0
2015-12-29,15671.889962300027,9439.744,0
2015-12-30,15671.889962300027,9316.5568,0
2015-12-31,15671.889962300027,9137.8048,0
2016-01-04,15671.889962300027,9145.6384,0
2016-01-05,15671.889962300027,8916.582400000001,0
2016-01-06,15671.889962300027,8742.169600000001,0
2016-01-07,15671.889962300027,8373.452800000001,0
2016-01-08,15671.889962300027,8417.6896,0
2016-01-11,15656.239635700029,8553.8944,1
2016-01-12,15867.501469800029,8677.9648,0
2016-01-13,15867.501469800029,8455.0144,0
2016-01-14,15867.501469800029,8639.7952,0
2016-01-15,15867.501469800029,8432.435200000002,0
2016-01-19,15867.501469800029,8391.654400000001,1
2016-01-20,15867.501469800029,8402.944,1
2016-01-21,15867.501469800029,8360.435200000002,1
2016-01-22,15867.501469800029,8804.6464,0
2016-01-25,15867.501469800029,8632.8448,0
2016-01-26,15867.501469800029,8680.576,0
2016-01-27,15867.501469800029,8110.566400000001,1
2016-01-28,15867.501469800029,8168.6656,0
2016-01-29,15867.501469800029,8450.6752,0
2016-02-01,15867.501469800029,8371.6864,0
2016-02-02,15867.501469800029,8202.5344,0
2016-02-03,15867.501469800029,8364.7744,0
2016-02-04,15867.501469800029,8431.936,0
2016-02-05,15867.501469800029,8206.8736,0
2016-02-08,15867.501469800029,8293.235200000001,0
2016-02-09,15867.501469800029,8291.4688,0
2016-02-10,15851.65414780003,8228.684799999999,1
2016-02-11,15755.824147800031,8178.9568,1
2016-02-12,15804.590147800034,8204.262400000001,1
2016-02-16,16233.824409800034,8435.430400000001,0
2016-02-17,16233.824409800034,8564.5312,0
2016-02-18,16233.824409800034,8402.2912,0
2016-02-19,16233.824409800034,8383.0912,0
2016-02-22,16233.824409800034,8456.3584,0
2016-02-23,16233.824409800034,8265.3184,1
2016-02-24,16233.824409800034,8388.3136,0
2016-02-25,16233.824409800034,8445.8752,1
2016-02-26,16233.824409800034,8458.9696,1
2016-02-29,16233.824409800034,8439.7696,1
2016-03-01,16217.609855800036,8774.7712,1
2016-03-02,16253.038855800038,8793.9328,1
2016-03-03,16357.651888800037,8859.3664,0
2016-03-04,16357.651888800037,8991.0784,0
2016-03-07,16357.651888800037,8891.6608,0
2016-03-08,16341.31077680004,8818.393600000001,1
2016-03-09,16355.835576800038,8826.2272,1
2016-03-10,16363.952376800038,8830.604800000001,1
2016-03-11,16540.243576800036,8925.6832,1
2016-03-14,16582.251576800038,8948.3392,1
2016-03-15,16898.552308000042,9128.0512,0
2016-03-16,16898.552308000042,9249.3184,0
2016-03-17,16898.552308000042,9234.4576,0
2016-03-18,16898.552308000042,9244.9408,0
2016-03-21,16898.552308000042,9244.0576,0
2016-03-22,16898.552308000042,9314.713600000001,0
2016-03-23,16881.675658000044,9263.2576,1
2016-03-24,16808.525658000042,9223.1296,1
2016-03-28,16732.225658000043,9181.2736,1
2016-03-29,17111.02253800004,9398.464,0
2016-03-30,17111.02253800004,9562.4704,1
2016-03-31,17111.02253800004,9512.742400000001,0
2016-04-01,17111.02253800004,9599.9872,0
2016-04-04,17111.02253800004,9698.56,0
2016-04-05,17111.02253800004,9584.2816,0
2016-04-06,17111.02253800004,9684.582400000001,0
2016-04-07,17093.93523700004,9473.4976,1
2016-04-08,17112.854137000042,9483.9808,1
2016-04-11,17169.47223700004,9515.3536,1
2016-04-12,17375.64763720004,9639.232,0
2016-04-13,17375.64763720004,9778.816,0
2016-04-14,17375.64763720004,9784.0384,0
2016-04-15,17375.64763720004,9587.776,0
2016-04-18,17375.64763720004,9381.0304,0
2016-04-19,17375.64763720004,9331.3024,0
2016-04-20,17375.64763720004,9350.5024,0
2016-04-21,17375.64763720004,9249.3184,0
2016-04-22,17375.64763720004,9224.0128,0
2016-04-25,17375.64763720004,9171.6736,0
2016-04-26,17375.64763720004,9108.0064,0
2016-04-27,17375.64763720004,8538.3424,0
2016-04-28,17375.64763720004,8277.5296,0
2016-04-29,17375.64763720004,8182.4511999999995,0
2016-05-02,17375.64763720004,8173.734400000001,0
2016-05-03,17375.64763720004,8308.0576,0
2016-05-04,17375.64763720004,8221.696,0
2016-05-05,17375.64763720004,8188.364800000001,0
2016-05-06,17375.64763720004,8142.707200000001,0
2016-05-09,17375.64763720004,8148.8512,0
2016-05-10,17375.64763720004,8204.147200000001,0
2016-05-11,17375.64763720004,8124.2752,1
2016-05-12,17375.64763720004,7933.8496000000005,1
2016-05-13,17358.289901800043,7949.6320000000005,1
2016-05-16,17984.55599830004,8244.505599999999,0
2016-05-17,17984.55599830004,8210.2912,1
2016-05-18,17984.55599830004,8304.2176,1
2016-05-19,17984.55599830004,8272.6144,1
2016-05-20,17984.55599830004,8362.1248,1
2016-05-23,17984.55599830004,8468.3008,1
2016-05-24,17984.55599830004,8597.3248,1
2016-05-25,17984.55599830004,8748.2752,0
2016-05-26,17984.55599830004,8817.625600000001,0
2016-05-27,17984.55599830004,8812.364800000001,0
2016-05-31,17984.55599830004,8769.3568,0
2016-06-01,17984.55599830004,8646.4768,0
2016-06-02,17984.55599830004,8581.5424,1
2016-06-03,17984.55599830004,8599.0912,1
2016-06-06,17966.58986490004,8661.4144,1
2016-06-07,18021.39668570004,8696.512,0
2016-06-08,18021.39668570004,8688.6016,0
2016-06-09,18021.39668570004,8750.9248,0
2016-06-10,18021.39668570004,8678.9632,0
2016-06-13,18021.39668570004,8548.1728,0
2016-06-14,18021.39668570004,8558.7328,0
2016-06-15,18021.39668570004,8530.624,0
2016-06-16,18021.39668570004,8566.604800000001,0
2016-06-17,18021.39668570004,8371.7632,0
2016-06-20,18021.39668570004,8351.6032,1
2016-06-21,18021.39668570004,8422.6816,0
2016-06-22,18021.39668570004,8391.0784,0
2016-06-23,18021.39668570004,8439.3472,0
2016-06-24,18021.39668570004,8202.3808,1
2016-06-27,18021.39668570004,8083.033600000001,1
2016-06-28,18021.39668570004,8219.0848,0
2016-06-29,18021.39668570004,8290.163199999999,0
2016-06-30,18021.39668570004,8395.456,0
2016-07-01,18021.39668570004,8420.915200000001,0
2016-07-05,18021.39668570004,8341.9264,1
2016-07-06,18021.39668570004,8389.312,1
2016-07-07,18003.394290300042,8425.331199999999,1
2016-07-08,18142.225390300046,8490.2656,1
2016-07-11,18198.463890300045,8516.5696,1
2016-07-12,18281.056490300045,8555.199999999999,1
2016-07-13,18177.856790300044,8506.9312,1
2016-07-14,18538.111590300046,8675.430400000001,1
2016-07-15,18536.223290300044,8674.547199999999,1
2016-07-18,18714.531025900043,8766.7072,0
2016-07-19,18714.531025900043,8770.24,0
2016-07-20,18714.531025900043,8778.112,0
2016-07-21,18714.531025900043,8731.609600000002,0
2016-07-22,18695.837904900047,8664.025599999999,1
2016-07-25,18445.728604900047,8548.1728,1
2016-07-26,18318.80870490005,8489.3824,1
2016-07-27,19508.672404900048,9040.5376,1
2016-07-28,19752.276376100046,9162.5344,0
2016-07-29,19752.276376100046,9151.1296,1
2016-08-01,19752.276376100046,9312.6016,0
2016-08-02,19752.276376100046,9174.822400000001,1
2016-08-03,19752.276376100046,9289.792,0
2016-08-04,19732.546368100047,9347.1616,1
2016-08-05,20012.50527120005,9489.2032,0
2016-08-08,20012.50527120005,9567.7312,0
2016-08-09,20012.50527120005,9606.5536,0
2016-08-10,20012.50527120005,9535.0912,1
2016-08-11,20012.50527120005,9528.908800000001,0
2016-08-12,20012.50527120005,9550.9888,0
2016-08-15,20012.50527120005,9665.6896,0
2016-08-16,20012.50527120005,9656.8576,0
2016-08-17,20012.50527120005,9642.764799999999,0
2016-08-18,20012.50527120005,9630.4,0
2016-08-19,20012.50527120005,9655.0912,0
2016-08-22,20012.50527120005,9580.096,0
2016-08-23,20012.50527120005,9610.0864,0
2016-08-24,20012.50527120005,9537.740800000001,0
2016-08-25,20012.50527120005,9497.152,0
2016-08-26,20012.50527120005,9441.548799999999,0
2016-08-29,20012.50527120005,9430.9888,0
2016-08-30,20012.50527120005,9358.604800000001,1
2016-08-31,19992.513015200053,9367.436800000001,1
2016-09-01,20111.249015200054,9423.04,1
2016-09-02,20279.385587200053,9511.2832,0
2016-09-06,20279.385587200053,9508.6336,0
2016-09-07,20279.385587200053,9566.848,0
2016-09-08,20279.385587200053,9316.2496,1
2016-09-09,20279.385587200053,9105.3568,1
2016-09-12,20259.130059600055,9309.184,1
2016-09-13,20741.334859600058,9530.6752,1
2016-09-14,21475.17565960006,9867.7504,1
2016-09-15,22182.969291200057,10203.0592,0
2016-09-16,22182.969291200057,10145.728,0
2016-09-19,22182.969291200057,10027.456,0
2016-09-20,22182.969291200057,10026.611200000001,0
2016-09-21,22182.969291200057,10024.8448,0
2016-09-22,22182.969291200057,10119.232,0
2016-09-23,22182.969291200057,9950.6944,0
2016-09-26,22182.969291200057,9965.7088,0
2016-09-27,22182.969291200057,9984.256000000001,0
2016-09-28,22182.969291200057,10060.1344,0
2016-09-29,22182.969291200057,9903.9232,0
2016-09-30,22182.969291200057,9980.7232,0
2016-10-03,22160.81061350006,9933.952000000001,1
2016-10-04,22233.08450870006,9976.307200000001,0
2016-10-05,22233.08450870006,9980.7232,0
2016-10-06,22233.08450870006,10054.8352,1
2016-10-07,22233.08450870006,10069.8112,1
2016-10-10,22233.08450870006,10245.4144,0
2016-10-11,22233.08450870006,10267.4944,0
2016-10-12,22233.08450870006,10359.2704,0
2016-10-13,22233.08450870006,10327.4752,0
2016-10-14,22233.08450870006,10384.8448,0
2016-10-17,22233.08450870006,10377.7792,0
2016-10-18,22233.08450870006,10370.713600000001,0
2016-10-19,22233.08450870006,10339.84,0
2016-10-20,22233.08450870006,10334.5408,0
2016-10-21,22233.08450870006,10293.952000000001,0
2016-10-24,22233.08450870006,10386.611200000001,0
2016-10-25,22233.08450870006,10439.5648,0
2016-10-26,22233.08450870006,10204.8256,0
2016-10-27,22233.08450870006,10106.9056,0
2016-10-28,22233.08450870006,10039.8208,0
2016-10-31,22233.08450870006,10023.9616,0
2016-11-01,22233.08450870006,9843.0592,0
2016-11-02,22233.08450870006,9851.8912,0
2016-11-03,22233.08450870006,9746.3296,1
2016-11-04,22233.08450870006,9658.547199999999,1
2016-11-07,22233.08450870006,9797.785600000001,0
2016-11-08,22233.08450870006,9855.423999999999,0
2016-11-09,22233.08450870006,9839.4496,0
2016-11-10,22233.08450870006,9565.3888,0
2016-11-11,22233.08450870006,9622.144,1
2016-11-14,22233.08450870006,9380.915200000001,1
2016-11-15,22233.08450870006,9505.1008,1
2016-11-16,22233.08450870006,9760.5376,1
2016-11-17,22233.08450870006,9756.9664,1
2016-11-18,22233.08450870006,9766.72,1
2016-11-21,22233.08450870006,9914.8672,0
2016-11-22,22233.08450870006,9921.0496,0
2016-11-23,22233.08450870006,9870.5152,0
2016-11-25,22233.08450870006,9920.1664,0
2016-11-28,22233.08450870006,9900.6592,0
2016-11-29,22233.08450870006,9890.9056,0
2016-11-30,22233.08450870006,9807.539200000001,0
2016-12-01,22233.08450870006,9716.1856,0
2016-12-02,22210.873771200062,9752.5504,1
2016-12-05,22051.186271200062,9682.4704,1
2016-12-06,22220.936271200062,9756.9664,1
2016-12-07,22439.248771200062,9852.7744,1
2016-12-08,22659.48627120006,9949.4272,1
2016-12-09,23029.34877120006,10111.744,1
2016-12-12,22898.011271200063,10054.1056,1
2016-12-13,23256.668958700062,10221.721599999999,0
2016-12-14,23256.668958700062,10221.721599999999,0
2016-12-15,23256.668958700062,10277.5936,0
2016-12-16,23256.668958700062,10290.9184,0
2016-12-19,23256.668958700062,10350.3232,0
2016-12-20,23256.668958700062,10377.8176,0
2016-12-21,23256.668958700062,10387.5712,0
2016-12-22,23256.668958700062,10319.296,0
2016-12-23,23256.668958700062,10339.6864,0
2016-12-27,23256.668958700062,10405.312,0
2016-12-28,23256.668958700062,10360.960000000001,0
2016-12-29,23256.668958700062,10358.3104,0
2016-12-30,23256.668958700062,10277.5936,0
2017-01-03,23256.668958700062,10306.8544,0
2017-01-04,23233.435786300066,10295.3344,1
2017-01-05,23351.607886300066,10347.6736,1
2017-01-06,23588.356281700064,10462.9888,0
2017-01-09,23588.356281700064,10558.7584,0
2017-01-10,23588.356281700064,10569.3952,0
2017-01-11,23588.356281700064,10626.1504,0
2017-01-12,23588.356281700064,10581.8368,0
2017-01-13,23588.356281700064,10563.212800000001,0
2017-01-17,23588.356281700064,10648.3456,0
2017-01-18,23588.356281700064,10647.4624,0
2017-01-19,23588.356281700064,10628.8384,0
2017-01-20,23588.356281700064,10648.3456,0
2017-01-23,23588.356281700064,10655.4496,0
2017-01-24,23588.356281700064,10645.696,1
2017-01-25,23588.356281700064,10815.0784,0
2017-01-26,23588.356281700064,10820.416,0
2017-01-27,23588.356281700064,10821.2992,0
2017-01-30,23588.356281700064,10792.9216,0
2017-01-31,23588.356281700064,10768.0768,0
2017-02-01,23588.356281700064,11424.4096,1
2017-02-02,23588.356281700064,11404.902399999999,1
2017-02-03,23588.356281700064,11453.6704,1
2017-02-06,23564.793306100066,11560.9984,1
2017-02-07,23765.25727930007,11670.976,0
2017-02-08,23765.25727930007,11716.2112,1
2017-02-09,23765.25727930007,11800.8064,1
2017-02-10,23765.25727930007,11774.1184,1
2017-02-13,23765.25727930007,11878.336,1
2017-02-14,23765.25727930007,12032.435200000002,0
2017-02-15,23765.25727930007,12076.0576,0
2017-02-16,23765.25727930007,12061.8112,0
2017-02-17,23765.25727930007,12094.7968,0
2017-02-21,23765.25727930007,12182.08,0
2017-02-22,23765.25727930007,12218.5984,0
2017-02-23,23765.25727930007,12166.912,0
2017-02-24,23765.25727930007,12178.5088,1
2017-02-27,23765.25727930007,12202.547199999999,1
2017-02-28,23741.51918800007,12207.9232,1
2017-03-01,24202.47242020007,12457.331199999999,0
2017-03-02,24202.47242020007,12383.3728,0
2017-03-03,24202.47242020007,12456.448,0
2017-03-06,24202.47242020007,12417.2416,0
2017-03-07,24202.47242020007,12433.2544,0
2017-03-08,24202.47242020007,12386.944000000001,0
2017-03-09,24202.47242020007,12358.4512,0
2017-03-10,24202.47242020007,12399.424,0
2017-03-13,24202.47242020007,12404.7616,0
2017-03-14,24202.47242020007,12386.0608,0
2017-03-15,24202.47242020007,12517.0048,0
2017-03-16,24202.47242020007,12537.472,0
2017-03-17,24202.47242020007,12475.148799999999,1
2017-03-20,24202.47242020007,12606.0928,0
2017-03-21,24202.47242020007,12461.785600000001,0
2017-03-22,24202.47242020007,12602.521600000002,0
2017-03-23,24202.47242020007,12557.9776,0
2017-03-24,24202.47242020007,12533.0176,0
2017-03-27,24202.47242020007,12554.4064,0
2017-03-28,24202.47242020007,12814.528,0
2017-03-29,24202.47242020007,12843.0208,0
2017-03-30,24202.47242020007,12826.086400000002,0
2017-03-31,24202.47242020007,12802.048,0
2017-04-03,24202.47242020007,12805.619200000001,0
2017-04-04,24202.47242020007,12900.928,0
2017-04-05,24202.47242020007,12834.112,0
2017-04-06,24202.47242020007,12802.048,0
2017-04-07,24202.47242020007,12773.5552,0
2017-04-10,24202.47242020007,12758.3872,0
2017-04-11,24202.47242020007,12621.2224,0
2017-04-12,24202.47242020007,12636.352,0
2017-04-13,24202.47242020007,12569.574400000001,0
2017-04-17,24202.47242020007,12639.039999999999,0
2017-04-18,24202.47242020007,12582.9376,0
2017-04-19,24202.47242020007,12536.5888,1
2017-04-20,24202.47242020007,12693.375999999998,0
2017-04-21,24202.47242020007,12678.246399999998,0
2017-04-24,24202.47242020007,12800.2816,0
2017-04-25,24202.47242020007,12879.5392,0
2017-04-26,24202.47242020007,12803.814400000001,1
2017-04-27,24202.47242020007,12813.6448,1
2017-04-28,24202.47242020007,12801.1648,1
2017-05-01,24202.47242020007,13062.1696,0
2017-05-02,24202.47242020007,13144.998400000002,0
2017-05-03,24202.47242020007,13104.9088,1
2017-05-04,24202.47242020007,13057.7152,0
2017-05-05,24202.47242020007,13274.176000000001,0
2017-05-08,24178.30093810007,13634.944000000001,1
2017-05-09,24308.76596470007,13722.227200000001,0
2017-05-10,24308.76596470007,13657.1776,0
2017-05-11,24308.76596470007,13775.257599999999,0
2017-05-12,24308.76596470007,13967.564800000002,0
2017-05-15,24308.76596470007,13931.776,0
2017-05-16,24308.76596470007,13911.232,0
2017-05-17,24308.76596470007,13444.3264,0
2017-05-18,24308.76596470007,13649.152,0
2017-05-19,24308.76596470007,13695.654400000001,0
2017-05-22,24308.76596470007,13778.828800000001,0
2017-05-23,24308.76596470007,13761.855999999998,0
2017-05-24,24308.76596470007,13720.6912,0
2017-05-25,24308.76596470007,13768.115199999998,0
2017-05-26,24308.76596470007,13744.844799999999,0
2017-05-30,24308.76596470007,13750.220800000001,0
2017-05-31,24308.76596470007,13668.812799999998,0
2017-06-01,24308.76596470007,13706.4064,0
2017-06-02,24308.76596470007,13909.4272,0
2017-06-05,24308.76596470007,13773.4528,0
2017-06-06,24308.76596470007,13819.9936,0
2017-06-07,24308.76596470007,13902.2848,0
2017-06-08,24308.76596470007,13868.300799999999,0
2017-06-09,24308.76596470007,13330.7008,0
2017-06-12,24308.76596470007,13012.287999999999,0
2017-06-13,24308.76596470007,13116.966400000001,0
